sofifa_id,short_name,primary_position,role_group,overall,club_name,league_name,nationality_name,PTS
230501,Gérson Noalha,ST,FWD,72,Palmeiras,Campeonato Brasileiro Série A,Brazil,76.14999999999999
138703,A. D'Alessandro,CAM,MID,75,Club Nacional de Football,Uruguayan Primera División,Argentina,76.05000000000001
180930,E. Džeko,ST,FWD,83,Inter,Italian Serie A,Bosnia and Herzegovina,76.05
229167,M. Rashica,CF,FWD,77,Norwich City,English Premier League,Kosovo,76.05
228635,Borja Mayoral,ST,FWD,76,Roma,Italian Serie A,Spain,76.05
184252,L. Pratto,ST,FWD,74,Vélez Sarsfield,Argentina Primera División,Argentina,76.05
192373,M. Caraglio,ST,FWD,72,Rosario Central,Argentina Primera División,Argentina,76.05
209485,A. Mühling,CM,MID,72,Holstein Kiel,German 2. Bundesliga,Germany,76.05
205686,T. Savanier,CM,MID,80,Montpellier Hérault SC,French Ligue 1,France,76.0
230507,Nicholas Aldair,ST,FWD,74,Fluminense,Campeonato Brasileiro Série A,Brazil,76.0
170368,E. Lamela,RM,MID,78,Sevilla FC,Spain Primera Division,Argentina,75.95
178224,J. Hernández,ST,FWD,78,LA Galaxy,USA Major League Soccer,Mexico,75.95
195096,Fransérgio,CM,MID,78,FC Girondins de Bordeaux,French Ligue 1,Brazil,75.95
208054,L. Fernández,CF,FWD,73,Club Nacional de Football,Uruguayan Primera División,Argentina,75.95
202685,S. Zaza,ST,FWD,76,Torino F.C.,Italian Serie A,Italy,75.94999999999999
218154,K. Billiat,CF,FWD,74,Kaizer Chiefs,South African Premier Division,Zimbabwe,75.9
198951,C. Bakambu,ST,FWD,80,Beijing Guoan FC,Chinese Super League,Congo DR,75.89999999999999
214097,B. Bourigeaud,CM,MID,78,Stade Rennais FC,French Ligue 1,France,75.89999999999999
231352,T. Abraham,ST,FWD,78,Roma,Italian Serie A,England,75.89999999999999
207421,L. Trossard,LM,MID,77,Brighton & Hove Albion,English Premier League,Belgium,75.89999999999999
239593,K. Rezaei,ST,FWD,71,Oud-Heverlee Leuven,Belgian Jupiler Pro League,Iran,75.89999999999999
184789,Á. Szalai,ST,FWD,71,1. FSV Mainz 05,German 1. Bundesliga,Hungary,75.85000000000001
190581,U. Dávila,CAM,MID,75,Macarthur FC,Australian Hyundai A-League,Mexico,75.85
185195,O. Ighalo,ST,FWD,75,Al Shabab,Saudi Abdul L. Jameel League,Nigeria,75.80000000000001
198717,W. Zaha,CF,FWD,82,Crystal Palace,English Premier League,Côte d'Ivoire,75.8
199069,V. Aboubakar,ST,FWD,77,Al Nassr,Saudi Abdul L. Jameel League,Cameroon,75.8
197225,N. Lodeiro,CAM,MID,80,Seattle Sounders FC,USA Major League Soccer,Uruguay,75.75
228520,E. Ávila,ST,FWD,79,CA Osasuna,Spain Primera Division,Argentina,75.75
243812,Rodrygo,RW,FWD,79,Real Madrid CF,Spain Primera Division,Brazil,75.75
209973,J. Nsame,ST,FWD,78,BSC Young Boys,Swiss Super League,Cameroon,75.75
180818,D. McGoldrick,ST,FWD,73,Sheffield United,English League Championship,Republic of Ireland,75.75
192445,D. Ginczek,ST,FWD,73,VfL Wolfsburg,German 1. Bundesliga,Germany,75.75
229683,Rodrigo Pinho,ST,FWD,73,SL Benfica,Portuguese Liga ZON SAGRES,Brazil,75.75
156432,G. Hoarau,ST,FWD,70,FC Sion,Swiss Super League,France,75.75
190717,M. Antonio,ST,FWD,79,West Ham United,English Premier League,Jamaica,75.7
193738,Y. Belhanda,CM,MID,74,Adana Demirspor,Turkish Süper Lig,Morocco,75.7
225359,C. Budescu,CAM,MID,73,FCSB (Steaua),Romanian Liga I,Romania,75.7
223627,O. Al Somah,ST,FWD,76,Al Ahli,Saudi Abdul L. Jameel League,Syria,75.65
197136,K. Ansarifard,ST,FWD,74,AEK Athens,Greek Super League,Iran,75.65
215927,R. Emond,ST,FWD,69,FC Nantes,French Ligue 1,Belgium,75.65
204485,R. Mahrez,RW,FWD,86,Manchester City,English Premier League,Algeria,75.64999999999999
178415,R. Vormer,CM,MID,78,Club Brugge KV,Belgian Jupiler Pro League,Netherlands,75.64999999999999
203757,Zé Luís,ST,FWD,77,FC Lokomotiv Moscow,Russian Premier League,Cape Verde Islands,75.64999999999999
182212,A. Modeste,ST,FWD,72,1. FC Köln,German 1. Bundesliga,France,75.64999999999999
220883,R. Borré,ST,FWD,78,Eintracht Frankfurt,German 1. Bundesliga,Colombia,75.60000000000001
234906,H. Aouar,CM,MID,81,Olympique Lyonnais,French Ligue 1,France,75.6
230498,Luimo Boas Santos,ST,FWD,79,Santos,Campeonato Brasileiro Série A,Brazil,75.6
188081,Alex Teixeira,ST,FWD,77,Beşiktaş JK,Turkish Süper Lig,Brazil,75.6
231628,Rafa Mir,ST,FWD,77,Sevilla FC,Spain Primera Division,Spain,75.6
198331,M. Vydra,CF,FWD,74,Burnley,English Premier League,Czech Republic,75.6
199413,T. Kempe,CAM,MID,71,SV Darmstadt 98,German 2. Bundesliga,Germany,75.6
192678,Kike García,ST,FWD,78,CA Osasuna,Spain Primera Division,Spain,75.55000000000001
233419,Raphinha,RM,MID,82,Leeds United,English Premier League,Brazil,75.55
202477,Deulofeu,LM,MID,79,Udinese Calcio,Italian Serie A,Spain,75.55
193352,R. Rodríguez,LB,DEF,76,Torino F.C.,Italian Serie A,Switzerland,75.55
161938,M. Boselli,ST,FWD,75,Club Cerro Porteño,Paraguayan Primera División,Argentina,75.55
231745,L. Dimata,ST,FWD,74,RCD Espanyol de Barcelona,Spain Primera Division,Belgium,75.55
25798,R. Santa Cruz,ST,FWD,71,Club Olimpia,Paraguayan Primera División,Paraguay,75.55
191164,F. Martínez,ST,FWD,75,Club Tijuana,Mexican Liga MX,Ecuador,75.5
241686,Manu Vallejo,ST,FWD,75,Valencia CF,Spain Primera Division,Spain,75.5
215449,R. Skov,RM,MID,75,TSG Hoffenheim,German 1. Bundesliga,Denmark,75.45
229010,S. Amallah,CAM,MID,73,Standard de Liège,Belgian Jupiler Pro League,Morocco,75.45
230436,Nuno Lisareda,ST,FWD,73,Sport Club Corinthians Paulista,Campeonato Brasileiro Série A,Brazil,75.44999999999999
246186,Arthur Cabral,ST,FWD,77,FC Basel 1893,Swiss Super League,Brazil,75.4
196889,S. Verdi,CF,FWD,75,Torino F.C.,Italian Serie A,Italy,75.4
201285,C. Gytkjær,ST,FWD,73,AC Monza,Italian Serie B,Denmark,75.4
188042,M. Suárez,ST,FWD,79,River Plate,Argentina Primera División,Argentina,75.39999999999999
230331,Wagner Laranjo,CDM,MID,77,Palmeiras,Campeonato Brasileiro Série A,Brazil,75.39999999999999
241202,P. Daka,ST,FWD,77,Leicester City,English Premier League,Zambia,75.39999999999999
183714,S. Terodde,ST,FWD,75,FC Schalke 04,German 2. Bundesliga,Germany,75.39999999999999
184575,R. Alessandrini,ST,FWD,75,Qingdao FC,Chinese Super League,France,75.39999999999999
152814,Bobô,ST,FWD,69,Sydney FC,Australian Hyundai A-League,Brazil,75.39999999999999
224069,K. Toko Ekambi,LW,FWD,78,Olympique Lyonnais,French Ligue 1,Cameroon,75.35000000000001
227476,Soares,ST,FWD,77,Olympiacos CFP,Greek Super League,Brazil,75.35000000000001
139068,Nani,LW,FWD,81,Orlando City Soccer Club,USA Major League Soccer,Portugal,75.35
194932,A. Townsend,RM,MID,77,Everton,English Premier League,England,75.35
162895,Cesc Fàbregas,CM,MID,76,AS Monaco,French Ligue 1,Spain,75.35
223113,K. Piątek,ST,FWD,76,Hertha BSC,German 1. Bundesliga,Poland,75.35
236498,S. Lammers,ST,FWD,74,Eintracht Frankfurt,German 1. Bundesliga,Netherlands,75.35
245371,T. Almada,CAM,MID,74,Vélez Sarsfield,Argentina Primera División,Argentina,75.30000000000001
208159,M. Frey,ST,FWD,72,Royal Antwerp FC,Belgian Jupiler Pro League,Switzerland,75.30000000000001
203038,Lucas Piazón,RW,FWD,75,SC Braga,Portuguese Liga ZON SAGRES,Brazil,75.3
214463,W. Morelo,ST,FWD,71,Club Atlético Colón,Argentina Primera División,Colombia,75.3
204538,R. Ruidíaz,ST,FWD,79,Seattle Sounders FC,USA Major League Soccer,Peru,75.25
246430,D. Vlahović,ST,FWD,78,Fiorentina,Italian Serie A,Serbia,75.25
230269,Claudio Coíntra,CAM,MID,77,Palmeiras,Campeonato Brasileiro Série A,Brazil,75.25
188955,G. Bou,ST,FWD,76,New England Revolution,USA Major League Soccer,Argentina,75.25
224510,W. Bou,ST,FWD,75,Defensa y Justicia,Argentina Primera División,Argentina,75.25
212107,A. Jahović,ST,FWD,72,Göztepe SK,Turkish Süper Lig,North Macedonia,75.25
230503,Jadson Vidigal,ST,FWD,72,Grêmio,Campeonato Brasileiro Série A,Brazil,75.25
191740,Ander Herrera,CM,MID,79,Paris Saint-Germain,French Ligue 1,Spain,75.2
188044,A Lan,ST,FWD,77,Guangzhou FC,Chinese Super League,China PR,75.2
201887,D. Johnson,CAM,MID,72,Preston North End,English League Championship,Jamaica,75.2
211461,Luiz Phellype,ST,FWD,72,Santa Clara,Portuguese Liga ZON SAGRES,Brazil,75.2
189043,D. Brosinski,RWB,DEF,72,1. FSV Mainz 05,German 1. Bundesliga,Germany,75.19999999999999
230717,T. Kadewere,RW,FWD,77,Olympique Lyonnais,French Ligue 1,Zimbabwe,75.14999999999999
199561,Nolito,LM,MID,76,RC Celta de Vigo,Spain Primera Division,Spain,75.14999999999999
235042,D. Liénard,CM,MID,74,RC Strasbourg Alsace,French Ligue 1,France,75.14999999999999
199715,Vitolo,LM,MID,78,Getafe CF,Spain Primera Division,Spain,75.1
246405,B. Angulo,ST,FWD,70,Cruz Azul,Mexican Liga MX,Ecuador,75.1
208250,A. Bakasetas,CAM,MID,77,Trabzonspor,Turkish Süper Lig,Greece,75.05
246242,B. Dia,ST,FWD,77,Villarreal CF,Spain Primera Division,Senegal,75.05
172143,L. Schøne,CM,MID,74,N.E.C. Nijmegen,Holland Eredivisie,Denmark,75.05
197231,K. Babacar,ST,FWD,72,Aytemiz Alanyaspor,Turkish Süper Lig,Senegal,75.05
212213,Ricardo Esgaio,RWB,DEF,78,Sporting CP,Portuguese Liga ZON SAGRES,Portugal,75.0
193290,M. Braithwaite,ST,FWD,77,FC Barcelona,Spain Primera Division,Denmark,75.0
208045,O. Tannane,CAM,MID,76,Vitesse,Holland Eredivisie,Morocco,75.0
224116,Dyego Sousa,ST,FWD,76,Unión Deportiva Almería,Spanish Segunda División,Portugal,75.0
200984,Rafael Martins,ST,FWD,73,Moreirense FC,Portuguese Liga ZON SAGRES,Brazil,75.0
215716,A. Mitrović,ST,FWD,75,Fulham,English League Championship,Serbia,74.95
178160,T. Mangani,CM,MID,74,Angers SCO,French Ligue 1,France,74.95
239842,G. Giakoumakis,ST,FWD,74,Celtic,Scottish Premiership,Greece,74.95
198213,Leandro Damião,ST,FWD,73,Kawasaki Frontale,Japanese J. League Division 1,Brazil,74.95
188128,Manu Barreiro,ST,FWD,68,CD Lugo,Spanish Segunda División,Spain,74.95
197781,Isco,CAM,MID,82,Real Madrid CF,Spain Primera Division,Spain,74.94999999999999
209440,Romarinho,CAM,MID,77,Al Ittihad,Saudi Abdul L. Jameel League,Brazil,74.9
210259,A. Hassan,ST,FWD,73,İttifak Holding Konyaspor,Turkish Süper Lig,Egypt,74.9
201262,V. Darida,CM,MID,76,Hertha BSC,German 1. Bundesliga,Czech Republic,74.89999999999999
244261,L. Majer,CAM,MID,76,Stade Rennais FC,French Ligue 1,Croatia,74.89999999999999
155946,R. Snodgrass,RW,FWD,73,West Bromwich Albion,English League Championship,Scotland,74.89999999999999
237135,Davidson,LM,MID,76,Aytemiz Alanyaspor,Turkish Süper Lig,Brazil,74.85000000000001
137242,L. Jiménez,CAM,MID,75,Club Deportivo Palestino,Chilian Campeonato Nacional,Chile,74.85
251353,K. Laba,ST,FWD,74,Al Ain FC,UAE Arabian Gulf League,Togo,74.85
192955,M. Klich,CM,MID,75,Leeds United,English Premier League,Poland,74.80000000000001
202599,Igor Coronado,CAM,MID,76,Al Ittihad,Saudi Abdul L. Jameel League,Brazil,74.8
211559,Tiago Rodrigues,CAM,MID,71,Al Hazem,Saudi Abdul L. Jameel League,Portugal,74.8
199254,João Pedro,CF,FWD,80,Cagliari,Italian Serie A,Brazil,74.75
163925,A. Diamanti,CAM,MID,76,Western United FC,Australian Hyundai A-League,Italy,74.75
235813,R. Marin,CM,MID,74,Cagliari,Italian Serie A,Romania,74.75
221992,H. Lozano,RW,FWD,81,Napoli,Italian Serie A,Mexico,74.74999999999999
173608,Joselu,ST,FWD,77,Deportivo Alavés,Spain Primera Division,Spain,74.7
189712,K. Strootman,CM,MID,76,Cagliari,Italian Serie A,Netherlands,74.7
218868,A. Silva,RW,FWD,75,Club Olimpia,Paraguayan Primera División,Uruguay,74.7
236899,A. Sobolev,ST,FWD,75,Spartak Moskva,Russian Premier League,Russia,74.7
203872,G. Hauche,LW,FWD,74,Argentinos Juniors,Argentina Primera División,Argentina,74.7
171877,M. Hamšík,CM,MID,80,Trabzonspor,Turkish Süper Lig,Slovakia,74.69999999999999
205360,K. Roofe,CF,FWD,74,Rangers FC,Scottish Premiership,Jamaica,74.69999999999999
29552,S. Nakamura,CAM,MID,63,Yokohama FC,Japanese J. League Division 1,Japan,74.65
221639,Mariano,ST,FWD,75,Real Madrid CF,Spain Primera Division,Dominican Republic,74.64999999999999
210722,Júlio Tavares,ST,FWD,74,Al Faisaly,Saudi Abdul L. Jameel League,Cape Verde Islands,74.64999999999999
50542,J. Defoe,ST,FWD,68,Rangers FC,Scottish Premiership,England,74.64999999999999
176348,Yeom Ki Hun,CM,MID,66,Suwon Samsung Bluewings,Korean K League 1,Korea Republic,74.64999999999999
242444,João Félix,CF,FWD,83,Atlético de Madrid,Spain Primera Division,Portugal,74.60000000000001
220131,M. Diagne,ST,FWD,74,Galatasaray SK,Turkish Süper Lig,Senegal,74.60000000000001
212232,J. Maclaren,ST,FWD,76,Melbourne City FC,Australian Hyundai A-League,Australia,74.6
192778,I. Mboyo,ST,FWD,71,KAA Gent,Belgian Jupiler Pro League,Belgium,74.6
212207,N. Stanciu,CAM,MID,78,SK Slavia Praha,Czech Republic Gambrinus Liga,Romania,74.55
171875,C. Erkin,LB,DEF,75,Fatih Karagümrük S.K.,Turkish Süper Lig,Turkey,74.55
216289,M. Diemers,CM,MID,73,Feyenoord,Holland Eredivisie,Netherlands,74.55
153066,L. Licht,LB,DEF,69,Gimnasia y Esgrima La Plata,Argentina Primera División,Argentina,74.55
198140,R. Funes Mori,ST,FWD,77,CF Monterrey,Mexican Liga MX,Mexico,74.5
143121,J. Sosa,CM,MID,76,Fenerbahçe SK,Turkish Süper Lig,Argentina,74.5
198683,M. Gabbiadini,ST,FWD,75,U.C. Sampdoria,Italian Serie A,Italy,74.5
227591,A. Canelo,ST,FWD,75,Deportivo Toluca,Mexican Liga MX,Argentina,74.5
165560,M. Ruben,ST,FWD,74,Rosario Central,Argentina Primera División,Argentina,74.5
243993,Enric Gallego,ST,FWD,73,CD Tenerife,Spanish Segunda División,Spain,74.5
219823,G. Mastriani,ST,FWD,70,Barcelona Sporting Club,Ecuadorian Serie A,Uruguay,74.5
188152,Oscar,CAM,MID,82,Shanghai Port FC,Chinese Super League,Brazil,74.45
229906,L. Bailey,RM,MID,82,Aston Villa,English Premier League,Jamaica,74.45
186561,A. Ramsey,CM,MID,80,Juventus,Italian Serie A,Wales,74.45
228093,M. Thuram,LM,MID,79,Borussia Mönchengladbach,German 1. Bundesliga,France,74.45
242348,Loren,ST,FWD,76,RCD Espanyol de Barcelona,Spain Primera Division,Spain,74.45
205531,V. Verre,CAM,MID,75,U.C. Sampdoria,Italian Serie A,Italy,74.45
227394,C. González,ST,FWD,74,Tigres U.A.N.L.,Mexican Liga MX,Paraguay,74.45
202539,L. Griffiths,ST,FWD,70,Dundee FC,Scottish Premiership,Scotland,74.45
190311,L. Taylor,ST,FWD,69,Nottingham Forest,English League Championship,Montserrat,74.45
223994,S. Mugoša,ST,FWD,72,Incheon United FC,Korean K League 1,Montenegro,74.44999999999999
213993,F. Forte,ST,FWD,71,Venezia FC,Italian Serie A,Italy,74.44999999999999
224232,N. Barella,CM,MID,84,Inter,Italian Serie A,Italy,74.4
189242,Coutinho,CAM,MID,82,FC Barcelona,Spain Primera Division,Brazil,74.4
235410,Y. En-Nesyri,ST,FWD,82,Sevilla FC,Spain Primera Division,Morocco,74.4
210950,P. De Blasis,LM,MID,71,FC Cartagena,Spanish Segunda División,Argentina,74.39999999999999
137506,G. Pandev,ST,FWD,74,Genoa,Italian Serie A,North Macedonia,74.35000000000001
230183,Gerson Armão,LB,DEF,78,Internacional,Campeonato Brasileiro Série A,Brazil,74.35
221430,U. Đurđević,ST,FWD,75,Real Sporting de Gijón,Spanish Segunda División,Montenegro,74.35
237321,M. Berisha,ST,FWD,75,Fenerbahçe SK,Turkish Süper Lig,Germany,74.35
230257,Clayton Fildeiras,CAM,MID,71,Associação Chapecoense de Futebol,Campeonato Brasileiro Série A,Brazil,74.35
208817,Andy,CDM,MID,70,Burgos CF,Spanish Segunda División,Spain,74.30000000000001
152916,R. Sambueza,RM,MID,76,Deportivo Toluca,Mexican Liga MX,Argentina,74.3
253004,Ansu Fati,LW,FWD,76,FC Barcelona,Spain Primera Division,Spain,74.3
192647,G. Charbonnier,ST,FWD,73,AJ Auxerre,French Ligue 2,France,74.3
207641,B. Carrasco,RM,MID,67,Club Deportivo Palestino,Chilian Campeonato Nacional,Chile,74.3
198164,Jonathan Viera,CAM,MID,81,Unión Deportiva Las Palmas,Spanish Segunda División,Spain,74.29999999999998
176794,O. Toivonen,CAM,MID,73,Malmö FF,Swedish Allsvenskan,Sweden,74.29999999999998
211748,K. Demirbay,CM,MID,79,Bayer 04 Leverkusen,German 1. Bundesliga,Germany,74.25
178322,M. Layún,RB,DEF,74,Club América,Mexican Liga MX,Mexico,74.25
194138,A. Gray,ST,FWD,73,Queens Park Rangers,English League Championship,Jamaica,74.25
192565,Y. Mallı,CAM,MID,72,Trabzonspor,Turkish Süper Lig,Turkey,74.25
213345,K. Coman,LM,MID,86,FC Bayern München,German 1. Bundesliga,France,74.2
218667,Bernardo Silva,CAM,MID,86,Manchester City,English Premier League,Portugal,74.2
193198,N. Gudelj,CDM,MID,79,Sevilla FC,Spain Primera Division,Serbia,74.2
187491,F. Smolov,ST,FWD,76,FC Lokomotiv Moscow,Russian Premier League,Russia,74.2
176619,A. Ramos,ST,FWD,72,América de Cali,Colombian Liga Postobón,Colombia,74.2
229435,M. Vlap,CAM,MID,72,FC Twente,Holland Eredivisie,Netherlands,74.2
242998,Klauss,ST,FWD,72,Standard de Liège,Belgian Jupiler Pro League,Brazil,74.2
236164,Martin Cordeia,CAM,MID,70,Internacional,Campeonato Brasileiro Série A,Brazil,74.2
180175,Alexandre Pato,ST,FWD,75,Orlando City Soccer Club,USA Major League Soccer,Brazil,74.19999999999999
225652,G. Pușcaș,ST,FWD,68,Reading,English League Championship,Romania,74.19999999999999
202652,R. Sterling,LW,FWD,88,Manchester City,English Premier League,England,74.15
225951,D. Bouanga,LM,MID,76,AS Saint-Étienne,French Ligue 1,Gabon,74.15
142966,J. Dátolo,CAM,MID,71,Club Atlético Banfield,Argentina Primera División,Argentina,74.15
224411,Gonçalo Guedes,LM,MID,81,Valencia CF,Spain Primera Division,Portugal,74.14999999999999
207494,J. Lingard,CAM,MID,79,Manchester United,English Premier League,England,74.14999999999999
189172,Fidel,LM,MID,74,Elche CF,Spain Primera Division,Spain,74.14999999999999
200446,Camilo Sanvezzo,ST,FWD,74,Mazatlán Futbol Club,Mexican Liga MX,Brazil,74.14999999999999
230466,Fábio Melitinho,CAM,MID,72,Fluminense,Campeonato Brasileiro Série A,Brazil,74.14999999999999
186518,P. Zeballos,CAM,MID,70,Club River Plate Asunción,Paraguayan Primera División,Paraguay,74.14999999999999
209519,G. Laborde,ST,FWD,80,Stade Rennais FC,French Ligue 1,France,74.10000000000001
253002,G. Raspadori,ST,FWD,74,U.S. Sassuolo Calcio,Italian Serie A,Italy,74.10000000000001
199042,C. Aránguiz,CDM,MID,80,Bayer 04 Leverkusen,German 1. Bundesliga,Chile,74.1
213516,Ricardo Horta,CF,FWD,79,SC Braga,Portuguese Liga ZON SAGRES,Portugal,74.1
221714,A. Morelos,ST,FWD,76,Rangers FC,Scottish Premiership,Colombia,74.1
213884,R. Christie,CAM,MID,74,AFC Bournemouth,English League Championship,Scotland,74.1
193747,Koke,CM,MID,85,Atlético de Madrid,Spain Primera Division,Spain,74.05000000000001
190460,C. Eriksen,CM,MID,82,Inter,Italian Serie A,Denmark,74.05
206104,S. Dursun,ST,FWD,74,Fenerbahçe SK,Turkish Süper Lig,Germany,74.05
193794,Villalibre,ST,FWD,73,Athletic Club de Bilbao,Spain Primera Division,Spain,74.05
179574,G. Hooper,ST,FWD,70,Wellington Phoenix,Australian Hyundai A-League,England,74.05
216409,M. Politano,RM,MID,81,Napoli,Italian Serie A,Italy,74.0
216531,Paulinho,ST,FWD,79,Sporting CP,Portuguese Liga ZON SAGRES,Portugal,74.0
227536,M. Marega,ST,FWD,77,Al Hilal,Saudi Abdul L. Jameel League,Mali,74.0
185431,N. Kalinić,ST,FWD,75,Hellas Verona,Italian Serie A,Croatia,74.0
198451,Dani Rodríguez,CAM,MID,75,RCD Mallorca,Spain Primera Division,Spain,74.0
219912,L. Manyama,CAM,MID,71,Kaizer Chiefs,South African Premier Division,South Africa,74.0
221168,D. Kownacki,ST,FWD,71,Fortuna Düsseldorf,German 2. Bundesliga,Poland,74.0
230298,Walter Silvieiro,ST,FWD,71,Atlético Clube Goianiense,Campeonato Brasileiro Série A,Brazil,74.0
164994,J. Błaszczykowski,RM,MID,70,Wisła Kraków,Polish T-Mobile Ekstraklasa,Poland,74.0
165889,Park Chu Young,ST,FWD,68,FC Seoul,Korean K League 1,Korea Republic,74.0
202651,Suso,RW,FWD,82,Sevilla FC,Spain Primera Division,Spain,73.95
134744,A. Hutchinson,CDM,MID,76,Beşiktaş JK,Turkish Süper Lig,Canada,73.95
225562,Merquelanz,LM,MID,74,Rayo Vallecano,Spain Primera Division,Spain,73.95
243686,Chiquinho,CAM,MID,74,SC Braga,Portuguese Liga ZON SAGRES,Portugal,73.95
241821,M. Bayo,ST,FWD,73,Clermont Foot 63,French Ligue 1,Guinea,73.95
179565,M. Gavranović,ST,FWD,72,Yukatel Kayserispor,Turkish Süper Lig,Switzerland,73.95
239837,A. Mac Allister,CAM,MID,75,Brighton & Hove Albion,English Premier League,Argentina,73.94999999999999
178518,R. Nainggolan,CAM,MID,80,Royal Antwerp FC,Belgian Jupiler Pro League,Belgium,73.9
184703,L. Montes,CM,MID,77,Club León,Mexican Liga MX,Mexico,73.9
190544,A. Ljajić,CAM,MID,75,Beşiktaş JK,Turkish Süper Lig,Serbia,73.9
200641,Y. Konoplyanka,LM,MID,74,Shakhtar Donetsk,Ukrainian Premier League,Ukraine,73.9
173909,K. Boateng,CAM,MID,78,Hertha BSC,German 1. Bundesliga,Ghana,73.89999999999999
215590,Ayoze Pérez,RW,FWD,78,Leicester City,English Premier League,Spain,73.89999999999999
230497,Roni Gameira,ST,FWD,74,Club Athletico Paranaense,Campeonato Brasileiro Série A,Brazil,73.89999999999999
216351,D. Antolić,CM,MID,72,Damac FC,Saudi Abdul L. Jameel League,Croatia,73.89999999999999
230283,Evandro Rochedo,ST,FWD,72,Clube Atlético Mineiro,Campeonato Brasileiro Série A,Brazil,73.89999999999999
245157,Stoichkov,ST,FWD,69,SD Eibar,Spanish Segunda División,Spain,73.85000000000001
208421,Saúl,CM,MID,82,Chelsea,English Premier League,Spain,73.85
